Real-Time Hourly System Load Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: rt_hourlysysload_20161007_20161021.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report for: 10/07/2016 - 10/21/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report generated: 05/28/2019 12:28:58 EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Hour Ending,Total Load,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HE,MWh,,,1,1,12268.9,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
12/5/2016,13,16240.08,,,3,15,13991.89,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,14,16015.14,,,3,16,14090.49,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,15,15707.1,,,3,17,14371.87,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,16,15731.04,,,3,18,15062.95,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,17,16826.4,,,3,19,15472.48,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,18,17843.56,,,3,20,15074.88,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,19,17730.93,,,3,21,14429.69,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,20,17248.12,,,3,22,13409.16,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,21,16567.67,,,3,23,12155.52,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,22,15465.47,,,3,24,11121.96,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,23,14005.5,,,3,1,10951.05,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,24,13056.32,,,3,2,10894.5,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,1,12951.65,,,3,3,10746.02,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,2,12728.8,,,3,4,10963.56,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,3,12539.38,,,3,5,11192.66,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,4,12552.24,,,3,6,11408.39,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,5,12938.8,,,3,7,12599.97,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,6,13659.41,,,3,8,13400.06,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,7,14760.89,,,3,9,13532.2,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,8,15651.14,,,3,10,13529.21,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,9,15518.6,,,3,11,13314.07,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,10,15132.15,,,3,12,13070.87,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,11,14812.29,,,3,13,12950.39,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,12,14602.02,,,3,14,13021.57,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,13,14442.23,,,3,15,13109.76,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,14,14629.37,,,3,16,13375.84,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,15,14866.67,,,3,17,14169.39,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,16,15217.61,,,3,18,15309.37,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,17,16489.99,,,3,19,16227.84,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,18,17404.56,,,3,20,16045.84,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,19,17308.78,,,3,21,15602.07,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,20,16887.32,,,3,22,14725.46,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,21,16225.86,,,3,23,13532.04,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,22,15152.85,,,3,24,12901.41,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,23,13715.32,,,3,1,12266.48,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,24,12792.45,,,3,2,11996.18,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,1,12750.43,,,3,3,12097.55,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,2,12472.19,,,3,4,12143.64,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,3,12277.31,,,3,5,12345.44,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,4,12256.85,,,3,6,13441.1,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,5,12592.28,,,3,7,14596.44,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,6,13195.43,,,3,8,15191.56,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,7,14246.36,,,3,9,14910.27,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,8,15307.5,,,3,10,14517.15,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,9,15507.86,,,3,11,14209.19,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,10,15537.67,,,3,12,13986.39,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,11,15535.09,,,3,13,13763.89,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,12,15379.36,,,3,14,13860.01,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,13,15259.67,,,3,15,14126.05,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,14,15280.59,,,3,16,14543.63,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,15,15393.72,,,3,17,14840.26,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,16,15603.36,,,3,18,15711.57,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,17,16498.42,,,3,19,16369.06,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,18,17301.27,,,3,20,16114.05,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,19,17155.04,,,3,21,15708.45,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,20,16745.1,,,3,22,15101.84,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,21,16101.42,,,3,23,14232.6,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,22,15071.87,,,3,24,13338.47,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,23,13784.96,,,3,1,12780.51,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,24,13100.75,,,3,2,12701.04,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,1,12513.98,,,3,3,12586.4,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,2,12393.92,,,3,4,12610.36,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,3,12242.7,,,3,5,12798.37,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,4,12250.34,,,3,6,13047.58,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,5,12340.46,,,3,7,13703.35,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,6,13226.24,,,3,8,14260.76,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,7,14347.16,,,3,9,14651.47,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,8,15360.68,,,3,10,14854.64,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,9,15456.03,,,3,11,15122.73,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,10,15414.77,,,3,12,15194.75,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,11,15323.89,,,3,13,14938.73,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,12,15284.8,,,3,14,14486.44,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,13,15111.46,,,3,15,14274.28,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,14,15082.26,,,3,16,14553.66,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,15,15055.76,,,3,17,15325.01,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,16,15274.6,,,3,18,16453.07,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,17,16453.05,,,3,19,17275.91,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,18,17408.49,,,3,20,17068.11,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,19,17347.51,,,3,21,16718.08,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,20,17021.42,,,3,22,16151.62,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,21,16492.06,,,3,23,15300.78,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,22,15551.34,,,3,24,14503.61,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,23,14189.79,,,3,1,13922.48,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,24,13366.14,,,3,2,13566.14,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,1,13097.98,,,3,3,13400.85,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,2,13032.81,,,3,4,13352.23,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,3,12872.03,,,3,5,13437.65,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,4,12892.71,,,3,6,13799.38,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,5,13196.6,,,3,7,14399.09,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,6,13837.16,,,3,8,14390.37,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,7,14913.35,,,3,9,14524.85,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,8,15890.69,,,3,10,14499.44,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,9,15866.83,,,3,11,14408.78,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,10,15588.56,,,3,12,14264.66,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,11,15380.36,,,3,13,14036.98,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,12,15225.31,,,3,14,13764.31,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,13,15072.53,,,3,15,13888.8,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,14,15140.82,,,3,16,14253.99,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,15,15332.93,,,3,17,15089.37,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,16,15768.02,,,3,18,16080.36,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,17,17020.11,,,3,19,17028.1,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,18,17925.65,,,3,20,16797.87,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,19,17744.78,,,3,21,16292.96,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,20,17330.74,,,3,22,15383.46,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,21,16814.06,,,3,23,14274.75,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,22,16055.44,,,3,24,13567.24,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,23,14938.52,,,3,1,13065.27,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,24,13767.93,,,3,2,13088.32,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,1,13250.57,,,3,3,13066.52,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,2,13343.62,,,3,4,13166.57,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,3,13298.12,,,3,5,13526.52,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,4,13234.47,,,3,6,14247.44,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,5,13234.61,,,3,7,15869.72,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,6,13500.83,,,3,8,16382.99,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,7,13858.45,,,3,9,15905.25,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,8,14470.14,,,3,10,15354.21,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,9,15122.77,,,3,11,14965.47,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,10,15349.52,,,3,12,14620.94,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,11,15151.72,,,3,13,14243.55,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,12,14857.91,,,3,14,14319.85,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,13,14709.92,,,3,15,14288.74,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,14,14930.97,,,3,16,14551.71,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,15,15142.57,,,3,17,14982.88,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,16,15620.99,,,3,18,16063,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,17,16615.94,,,3,19,16875.12,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,18,17512.44,,,3,20,16573.98,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,19,17341.17,,,3,21,15936,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,20,16940.35,,,3,22,14893.83,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,21,16504.47,,,3,23,13601.84,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,22,15904.34,,,3,24,12595.11,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,23,15002.41,,,3,1,12046.45,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,24,14003.03,,,3,2,11718.11,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,1,13443.67,,,3,3,11864.12,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,2,13264.94,,,3,4,12029.89,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,3,13056.94,,,3,5,12093.51,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,4,13007.43,,,3,6,12840.56,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,5,13352.26,,,3,7,14263.27,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,6,13688.26,,,3,8,15247.95,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,7,13947.32,,,3,9,15406.59,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,8,14313.66,,,3,10,15418.2,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,9,14815.02,,,3,11,15484.31,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,10,14935.6,,,3,12,15428.01,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,11,14855.17,,,3,13,15298.74,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,12,14650.32,,,3,14,15208.5,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,13,14627.92,,,3,15,15333.02,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,14,14799.76,,,3,16,15494.76,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,15,15038.02,,,3,17,15583.89,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,16,15501.31,,,3,18,16183.93,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,17,16892.04,,,3,19,16395.76,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,18,17777.97,,,3,20,15969.31,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,19,17662.59,,,3,21,15230.83,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,20,17250.79,,,3,22,14166.1,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,21,16645.92,,,3,23,13118.14,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,22,15594.81,,,3,24,12195.44,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,23,14274.53,,,3,1,11560.91,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,24,13200.4,,,3,2,11272.17,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,1,13047.44,,,3,3,11415.54,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,2,12834.21,,,3,4,11415.91,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,3,12762.11,,,3,5,11301.04,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,4,12816.22,,,3,6,11921.29,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,5,13145.91,,,3,7,13604.45,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,6,13569.34,,,3,8,14467.45,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,7,14680.28,,,3,9,14671.49,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,8,15842.57,,,3,10,14436.36,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,9,16421.45,,,3,11,14121.31,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,10,16639.76,,,3,12,13749.71,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,11,16663.19,,,3,13,13445.32,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,12,16537.23,,,3,14,13408.95,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,13,16278.35,,,3,15,13446.14,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,14,16153.11,,,3,16,13790.79,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,15,16030.08,,,3,17,13962.84,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,16,16025.68,,,3,18,14630.86,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,17,17068.83,,,3,19,15497.69,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,18,18149.89,,,3,20,15297.57,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,19,18050.78,,,3,21,14732.2,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,20,17606.32,,,3,22,13802.08,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,21,16913.73,,,3,23,13025.31,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,22,15808.02,,,3,24,12244.24,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,23,14421.85,,,3,1,11824.57,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,24,13650.82,,,3,2,11642.5,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,1,13127.94,,,3,3,11578.92,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,2,12988.95,,,3,4,11579.53,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,3,12832.54,,,3,5,11805.17,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,4,12841.55,,,3,6,12776.07,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,5,13237.76,,,3,7,13920.67,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,6,13681.27,,,3,8,13956.88,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,7,15076.14,,,3,9,13761.52,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,8,15931.54,,,3,10,13518.23,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,9,15862.45,,,3,11,13447.94,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,10,15434.77,,,3,12,13460.45,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,11,15101.46,,,3,13,13278.65,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,12,14832.56,,,3,14,13282.47,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,13,14662.83,,,3,15,13233.9,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,14,14846.22,,,3,16,13302.02,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,15,15104.67,,,3,17,13944.08,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,16,15554.35,,,3,18,14894.39,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,17,16906.76,,,3,19,15769.56,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,18,17854.3,,,3,20,15585.76,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,19,17770.76,,,3,21,15081.08,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,20,17378.36,,,3,22,14191.18,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,21,16750.6,,,3,23,12978.22,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,22,15673.29,,,3,24,12075.42,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,23,14217.57,,,3,1,11723.62,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,24,13339.56,,,3,2,11238.25,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,1,13106.44,,,3,3,10769.43,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,2,12787.8,,,3,4,10718.5,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,3,12372.25,,,3,5,11108.32,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,4,12277.74,,,3,6,12174.34,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,5,12409.28,,,3,7,13761.01,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,6,13456.33,,,3,8,14811.54,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,7,14674.02,,,3,9,15346.06,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,8,15717.49,,,3,10,15671.76,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,9,15638.86,,,3,11,15880.46,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,10,15275.1,,,3,12,15933.38,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,11,14890.44,,,3,13,15854.56,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,12,14568.42,,,3,14,15734.22,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,13,14514.49,,,3,15,15504.48,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,14,14665.22,,,3,16,15332.26,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,15,14855.86,,,3,17,15447.25,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,16,15368.06,,,3,18,15909.24,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,17,16898.15,,,3,19,16603.99,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,18,18066.92,,,3,20,16366.59,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,19,18127.84,,,3,21,15892.03,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,20,17853.78,,,3,22,15224.67,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,21,17341.72,,,3,23,14331.16,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,22,16736.07,,,3,24,13786.27,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,23,15647.54,,,3,1,13271.69,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,24,14040.52,,,3,2,13085.6,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,1,13356.29,,,3,3,13352.39,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,2,13163.41,,,3,4,13310.37,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,3,13105.55,,,3,5,13656.94,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,4,13090.33,,,3,6,14134.26,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,5,12953.02,,,3,7,14506.18,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,6,13773.46,,,3,8,14910.51,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,7,15734.46,,,3,9,15304.05,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,8,16661.56,,,3,10,15650.83,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,9,16653.42,,,3,11,15738.08,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,10,16427.19,,,3,12,15588.53,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,11,16215.73,,,3,13,15354.47,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,12,16159.47,,,3,14,15142.54,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,13,16283.25,,,3,15,15072.56,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,14,16639.52,,,3,16,15241.12,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,15,16836.82,,,3,17,15709.24,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,16,17294.63,,,3,18,16488.9,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,17,18645.91,,,3,19,17285.42,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,18,19645.53,,,3,20,17056.27,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,19,19623.56,,,3,21,16620.6,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,20,19372.02,,,3,22,15995.74,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,21,18941.41,,,3,23,15157.38,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,22,18094.34,,,3,24,14282.86,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,23,16739.65,,,3,1,13655.12,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,24,15590.95,,,3,2,13260.03,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,1,14687.55,,,3,4,13286.66,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,2,14195.53,,,3,5,13525.82,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,3,14093.85,,,3,6,13670.78,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,4,14144.34,,,3,7,13917.08,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,5,14541.86,,,3,8,14304.05,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,6,15556.18,,,3,9,14737.61,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,7,17378.04,,,3,10,14948.47,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,8,18474.6,,,3,11,14952.51,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,9,18585.25,,,3,12,14844.89,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,10,18206.39,,,3,13,14610.27,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,11,17890.47,,,3,14,14740.47,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,12,17554,,,3,15,14861.29,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,13,17247.85,,,3,16,14865.96,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,14,17227.22,,,3,17,15203.63,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,15,17356.31,,,3,18,15781.21,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,16,17746.28,,,3,19,16231.63,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,17,18910.54,,,3,20,17133.62,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,18,19686.44,,,3,21,16920.06,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,19,19488.14,,,3,22,16158.54,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,20,19060.41,,,3,23,15069.67,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,21,18509.39,,,3,24,14000.93,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,22,17735.96,,,3,1,13774.35,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,23,16588.66,,,3,2,14025.81,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,24,15255.26,,,3,3,13951.61,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,1,14274.32,,,3,4,14013.45,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,2,13685.08,,,3,5,14609.47,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,3,13595.54,,,3,6,14807.5,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,4,13493.94,,,3,7,16236.87,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,5,13588.52,,,3,8,17296.09,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,6,13944.31,,,3,9,17054.51,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,7,14401.81,,,3,10,16489.6,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,8,15211.3,,,3,11,16008.44,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,9,16183.79,,,3,12,15529.52,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,10,17018.65,,,3,13,15072.23,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,11,17444.63,,,3,14,14775.04,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,12,17535.03,,,3,15,14806.78,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,13,17395.26,,,3,16,14890.63,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,14,17057.02,,,3,17,15232.74,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,15,16722.52,,,3,18,15504.49,,,,,,,,,,,,,,,,,,,,,,
