Real-Time Hourly System Load Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: rt_hourlysysload_20161007_20161021.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report for: 10/07/2016 - 10/21/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report generated: 05/28/2019 12:28:58 EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Hour Ending,Total Load,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HE,MWh,,,1,1,12268.9,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10/7/2016,1,10953.46,,,1,2,11823.69,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,2,10947.41,,,1,3,11790.9,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,3,10819.54,,,1,4,11870.63,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,4,10756.25,,,1,5,11818.36,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,5,10726.39,,,1,6,11986.09,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,6,11061.38,,,1,7,12354.74,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,7,12259.48,,,1,8,12257.39,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,8,13237.72,,,1,9,12190.65,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,9,13486.86,,,1,10,12406.26,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,10,13527.89,,,1,11,12633.22,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,11,13644.89,,,1,12,12566.16,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,12,13726.53,,,1,13,12583.67,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,13,13716.55,,,1,14,12610.76,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,14,13845.24,,,1,15,12785.02,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,15,13911.08,,,1,16,13202.11,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,16,13969.7,,,1,17,14373.08,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,17,14174.44,,,1,18,15558.37,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,18,14388.31,,,1,19,15536.75,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,19,14656.91,,,1,20,15230.5,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,20,14638.14,,,1,21,14807.87,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,21,13989.87,,,1,22,14191.15,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,22,13153.46,,,1,23,13346.23,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,23,12080.77,,,1,24,12516.37,,,,,,,,,,,,,,,,,,,,,,
10/7/2016,24,11262.95,,,1,1,12316.98,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,1,10675.07,,,1,2,12043.25,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,2,10369.21,,,1,3,12066.25,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,3,10378.33,,,1,4,12079.48,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,4,10264.04,,,1,5,12291.74,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,5,10138.54,,,1,6,12562.01,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,6,10492.19,,,1,7,12842.11,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,7,10640.36,,,1,8,13434.78,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,8,11167.76,,,1,9,14029.16,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,9,11682.22,,,1,10,14589.28,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,10,12179.08,,,1,11,14916.38,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,11,12367.46,,,1,12,14999.29,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,12,12340.08,,,1,13,14997.45,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,13,12385.15,,,1,14,14973.99,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,14,12517.19,,,1,15,14975.35,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,15,12553.9,,,1,16,15217.73,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,16,12649.79,,,1,17,16267.86,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,17,12872.87,,,1,18,17232.08,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,18,13311.72,,,1,19,16978.72,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,19,13935.4,,,1,20,16459.73,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,20,13867.2,,,1,21,15749.08,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,21,13410.38,,,1,22,14706.17,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,22,12748.96,,,1,23,13380.67,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,23,11873.56,,,1,24,12248.36,,,,,,,,,,,,,,,,,,,,,,
10/8/2016,24,10951.75,,,1,1,11904.59,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,1,10451.31,,,1,2,12049.51,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,2,10062.68,,,1,3,12077.3,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,3,9972.3,,,1,4,11908.61,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,4,9823.48,,,1,5,12012.43,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,5,10065.82,,,1,6,12624.78,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,6,10232.91,,,1,7,14115.36,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,7,10397.27,,,1,8,15220.45,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,8,10839.98,,,1,9,15484.01,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,9,11426.08,,,1,10,15649.42,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,10,12278.76,,,1,11,15835.33,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,11,12800.68,,,1,12,15916.62,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,12,13113.9,,,1,13,15919.4,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,13,13299.35,,,1,14,15937.99,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,14,13238.37,,,1,15,15890.03,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,15,13101.29,,,1,16,16045.58,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,16,13055.97,,,1,17,16914.19,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,17,13245.15,,,1,18,17573.58,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,18,13579.52,,,1,19,17371.86,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,19,13890.62,,,1,20,16826.77,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,20,13762.87,,,1,21,16058.84,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,21,13214.48,,,1,22,14932.44,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,22,12315.4,,,1,23,13619.98,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,23,11557.31,,,1,24,13092.22,,,,,,,,,,,,,,,,,,,,,,
10/9/2016,24,10890.3,,,1,1,12613.27,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,1,10541.42,,,1,2,12359.26,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,2,10157.22,,,1,3,12146.05,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,3,10123.02,,,1,4,12138.03,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,4,10060.27,,,1,5,12425.23,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,5,10303.24,,,1,6,12928.89,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,6,10863.88,,,1,7,14025.29,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,7,11682.05,,,1,8,14991.29,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,8,12464.92,,,1,9,15157.88,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,9,12769.74,,,1,10,15109.31,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,10,12938.81,,,1,11,15059.38,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,11,12909.67,,,1,12,14983.18,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,12,12791.15,,,1,13,14940.62,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,13,12646.7,,,1,14,14975.88,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,14,12572.66,,,1,15,14840.38,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,15,12555.14,,,1,16,14968.95,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,16,12701.46,,,1,17,15914.63,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,17,13207.21,,,1,18,16972.16,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,18,13983.01,,,1,19,16942.62,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,19,14766.28,,,1,20,16538.43,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,20,14924.15,,,1,21,15990.97,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,21,14304.05,,,1,22,15033.21,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,22,13282.25,,,1,23,13808.18,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,23,12009.29,,,1,24,13115.05,,,,,,,,,,,,,,,,,,,,,,
10/10/2016,24,10920.39,,,1,1,12931.1,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,1,10564.54,,,1,2,12780.77,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,2,10600.98,,,1,3,12310.67,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,3,10611.14,,,1,4,12123.94,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,4,10620.08,,,1,5,12498.76,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,5,10799.68,,,1,6,13382.34,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,6,11318.74,,,1,7,15063.01,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,7,12793.64,,,1,8,16151.52,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,8,13854.08,,,1,9,16104.22,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,9,13897.16,,,1,10,15797.64,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,10,13612.21,,,1,11,15639.67,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,11,13423.13,,,1,12,15531.76,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,12,13294.35,,,1,13,15609.84,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,13,13152.35,,,1,14,15531.34,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,14,13190.59,,,1,15,15542.38,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,15,13174.58,,,1,16,15978.49,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,16,13315.94,,,1,17,17009.86,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,17,13692.82,,,1,18,18084.99,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,18,14272,,,1,19,18041.24,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,19,15091.27,,,1,20,17630.58,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,20,15140.18,,,1,21,16969.44,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,21,14469.84,,,1,22,15947.31,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,22,13421.41,,,1,23,14612.39,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,23,12099.78,,,1,24,13390.06,,,,,,,,,,,,,,,,,,,,,,
10/11/2016,24,10976.69,,,1,1,13053.78,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,1,10579.73,,,1,2,12811.48,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,2,10822.36,,,1,3,12799.18,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,3,10853.64,,,1,4,12805.56,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,4,10897.31,,,1,5,13146.5,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,5,10941.9,,,1,6,14016.75,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,6,11410.03,,,1,7,15107.91,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,7,12655.1,,,1,8,16288.54,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,8,13600.02,,,1,9,16513.91,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,9,13726.27,,,1,10,16587.63,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,10,13592.08,,,1,11,16538.76,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,11,13505.54,,,1,12,16296.29,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,12,13404.35,,,1,13,16011.82,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,13,13310.22,,,1,14,15871.88,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,14,13367.02,,,1,15,15849.47,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,15,13375.7,,,1,16,16054.34,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,16,13512.02,,,1,17,16844.69,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,17,13841.98,,,1,18,17756,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,18,14353.18,,,1,19,17595.57,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,19,15064.94,,,1,20,17129.03,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,20,15119.8,,,1,21,16592.68,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,21,14447.57,,,1,22,15843.81,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,22,13382.49,,,1,23,14860.24,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,23,12052.64,,,1,24,14027.77,,,,,,,,,,,,,,,,,,,,,,
10/12/2016,24,10900.37,,,1,1,13638.87,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,1,10667.57,,,1,2,13208.46,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,2,10507.32,,,1,3,13207.2,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,3,10513.34,,,1,4,13176.35,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,4,10544.21,,,1,5,13128.36,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,5,10813.09,,,1,6,12950.44,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,6,11244.28,,,1,7,13649.72,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,7,12563.76,,,1,8,14487.21,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,8,13585.6,,,1,9,15368.92,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,9,13789.86,,,1,10,16028.64,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,10,13862.08,,,1,11,16462.58,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,11,13941.73,,,1,12,16751.64,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,12,13918.74,,,1,13,16911.63,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,13,13846.13,,,1,14,16911.78,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,14,14032.71,,,1,15,16881.1,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,15,14190.77,,,1,16,16988.62,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,16,14278.54,,,1,17,17712.6,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,17,14416.34,,,1,18,18512.52,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,18,14813.18,,,1,19,18303.65,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,19,15343.65,,,1,20,17706.48,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,20,15214.22,,,1,21,17046.71,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,21,14544.64,,,1,22,16215.9,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,22,13474.31,,,1,23,15195.52,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,23,12112.24,,,1,24,14206.8,,,,,,,,,,,,,,,,,,,,,,
10/13/2016,24,11302.66,,,1,1,13430.69,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,1,10943.22,,,1,2,13211.32,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,2,10723.13,,,1,3,13228.06,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,3,10631.51,,,1,4,13474.3,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,4,10716.21,,,1,5,13656.21,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,5,10769.35,,,1,6,13727.72,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,6,11231.81,,,1,7,14042.16,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,7,12404.75,,,1,8,14441.29,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,8,13455.15,,,1,9,15175.97,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,9,13579.25,,,1,10,15683.19,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,10,13365.02,,,1,11,15942.46,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,11,13203.8,,,1,12,16063.4,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,12,13030.71,,,1,13,16064.34,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,13,12842.12,,,1,14,15988.1,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,14,12840.15,,,1,15,15933.5,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,15,12806.49,,,1,16,16195.61,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,16,12926.01,,,1,17,17258.74,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,17,13274.72,,,1,18,18467.22,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,18,13756.95,,,1,19,18441.31,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,19,14399.37,,,1,20,18000.68,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,20,14361.78,,,1,21,17417.39,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,21,13842,,,1,22,16448.72,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,22,13097.91,,,1,23,15295.15,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,23,12108,,,1,24,14336.73,,,,,,,,,,,,,,,,,,,,,,
10/14/2016,24,11296.84,,,1,1,14020.01,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,1,10795.95,,,1,2,14244.01,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,2,10363.24,,,1,3,14232.87,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,3,10147.7,,,1,4,14337.02,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,4,10077.94,,,1,5,14750.98,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,5,10178.73,,,1,6,15660.01,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,6,10541.6,,,1,7,17074.37,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,7,10892.5,,,1,8,18210.05,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,8,11676.88,,,1,9,18312.71,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,9,12278.92,,,1,10,18240.92,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,10,12364.18,,,1,11,18138.79,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,11,12199.69,,,1,12,17990.51,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,12,11968.92,,,1,13,17847,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,13,11716.79,,,1,14,17789,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,14,11743.18,,,1,15,17656.79,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,15,11714.74,,,1,16,17695.93,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,16,11884.58,,,1,17,18437.44,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,17,12282.87,,,1,18,19577.21,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,18,12637.18,,,1,19,19571.69,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,19,13480.25,,,1,20,19169.14,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,20,13512.63,,,1,21,18498.31,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,21,13079.22,,,1,22,17397.17,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,22,12451.57,,,1,23,16036.7,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,23,11611.55,,,1,24,14869.7,,,,,,,,,,,,,,,,,,,,,,
10/15/2016,24,10716.27,,,1,1,14135.86,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,1,9996.7,,,1,2,13738.11,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,2,9803.49,,,1,3,13575.74,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,3,9594.07,,,1,4,13633.69,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,4,9507.02,,,1,5,14000.68,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,5,9543.81,,,1,6,15071.52,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,6,9813.39,,,1,7,16940.96,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,7,10337.92,,,1,8,17936.07,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,8,10924.32,,,1,9,18008.83,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,9,11333.48,,,1,10,17860.62,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,10,11682.75,,,1,11,17633.68,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,11,11812.35,,,1,12,17355.77,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,12,11833.64,,,1,13,16969.47,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,13,11893.86,,,1,14,16729.65,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,14,11878.64,,,1,15,16598.11,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,15,11888.66,,,1,16,16734.03,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,16,12082.06,,,1,17,17519.77,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,17,12542.07,,,1,18,18408.68,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,18,13268.04,,,1,19,18238.62,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,19,14170.9,,,1,20,17703.01,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,20,14103.49,,,1,21,16948.55,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,21,13489.88,,,1,22,15783.42,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,22,12518.81,,,1,23,14404.81,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,23,11399.56,,,1,24,13367.8,,,,,,,,,,,,,,,,,,,,,,
10/16/2016,24,10415.48,,,1,1,12675.36,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,1,10173.38,,,1,2,12799.13,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,2,9899.06,,,1,3,12818.61,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,3,9754.22,,,1,4,12776.59,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,4,9748.89,,,1,5,13051.33,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,5,9971.63,,,1,6,13515.31,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,6,10769.91,,,1,7,14804.52,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,7,12371.93,,,1,8,15459.4,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,8,13442,,,1,9,15311.38,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,9,13678.24,,,1,10,14943.12,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,10,13821.82,,,1,11,14665.88,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,11,13996.94,,,1,12,14410.11,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,12,14227.45,,,1,13,14271.67,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,13,14288.86,,,1,14,14444.27,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,14,14411.89,,,1,15,14660.83,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,15,14623.58,,,1,16,14891.66,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,16,14717.95,,,1,17,15559.95,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,17,14940.75,,,1,18,16685.41,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,18,15359.63,,,1,19,16653.68,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,19,15958.67,,,1,20,16221.52,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,20,15734.79,,,1,21,15598.44,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,21,14976.97,,,1,22,14596.26,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,22,13875.71,,,1,23,13309.59,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,23,12619.36,,,1,24,12992.71,,,,,,,,,,,,,,,,,,,,,,
10/17/2016,24,11584.74,,,1,1,11922.44,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,1,11162.35,,,1,2,11233.34,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,2,11062.06,,,1,3,11063.87,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,3,10833.82,,,1,4,11200.6,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,4,10764.03,,,1,5,11386.99,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,5,10983.97,,,1,6,12150.95,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,6,11268.89,,,1,7,13621.79,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,7,12610.99,,,1,8,14746.65,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,8,13699.61,,,1,9,14841.56,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,9,14026.1,,,1,10,14829.35,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,10,14226.47,,,1,11,14673.08,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,11,14394.2,,,1,12,14546.3,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,12,14471.57,,,1,13,14494.95,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,13,14455.17,,,1,14,14531.51,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,14,14548.02,,,1,15,14484.57,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,15,14590.2,,,1,16,14688.57,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,16,14737.1,,,1,17,15399.5,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,17,15002.26,,,1,18,16212.95,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,18,15291.62,,,1,19,16069.42,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,19,15902.98,,,1,20,15601.03,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,20,15762.05,,,1,21,14941.79,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,21,15066.44,,,1,22,13966.37,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,22,13998.02,,,1,23,12823.61,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,23,12865.92,,,1,24,12074.89,,,,,,,,,,,,,,,,,,,,,,
10/18/2016,24,12142.96,,,1,1,11716.28,,,,,,,,,,,,,,,,,,,,,,
10/19/2016,1,11494.34,,,1,2,11640.89,,,,,,,,,,,,,,,,,,,,,,
10/19/2016,2,11248.31,,,1,3,11479.24,,,,,,,,,,,,,,,,,,,,,,
10/19/2016,3,11052.19,,,1,4,11458.96,,,,,,,,,,,,,,,,,,,,,,
